priority_rank,transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,previous_transactions,previous_successes,previous_failures,previous_success_rate,retry_count,days_since_failure,checkout_abandoned,customer_lifetime_value,recovered,amount_log,recovery_probability,expected_recovery,revenue_at_risk,priority_score
468,txn_005927,cust_02071,2006.38,upi,failed,authentication_failed,25,23,2,0.92,0,0.63,0,101321.51,1,7.604585668193672,0.6741153306695881,1352.5315171488483,2006.38,1352.5315171488483
469,txn_002681,cust_01786,2285.58,wallet,abandoned,none,18,16,2,0.8889,0,4.71,1,96448.62,1,7.734812530458929,0.587363130637194,1342.465424121758,2285.58,1342.465424121758
470,txn_004325,cust_00020,1860.7,netbanking,abandoned,none,25,20,5,0.8,0,0.26,1,12741.23,1,7.5292453277778515,0.7198548188399033,1339.433861415408,1860.7,1339.433861415408
471,txn_008154,cust_00650,1973.43,upi,abandoned,none,26,24,2,0.9231,0,1.49,1,147682.4,1,7.588035028085099,0.6775751529322909,1337.1471340511707,1973.43,1337.1471340511707
472,txn_003109,cust_02316,4157.64,card,failed,technical_error,7,7,0,1.0,2,6.1,0,49489.99,0,8.332943376727387,0.3210763659837663,1334.9199422687464,4157.64,1334.9199422687464
473,txn_000750,cust_01971,2359.19,upi,abandoned,none,12,9,3,0.75,0,2.58,1,104080.84,1,7.766497403253599,0.5642514234021581,1331.1763155761373,2359.19,1331.1763155761373
474,txn_007590,cust_00560,2068.46,upi,abandoned,none,18,16,2,0.8889,0,4.07,1,29281.48,0,7.635042982661814,0.6428334959480053,1329.6753730286111,2068.46,1329.6753730286111
475,txn_000138,cust_00812,3260.23,upi,abandoned,none,13,8,5,0.6154,0,5.31,1,43630.52,0,8.089859703814273,0.4070327681495927,1327.0204417043467,3260.23,1327.0204417043467
476,txn_002556,cust_01063,2120.71,upi,failed,technical_error,14,11,3,0.7857,0,3.37,0,107820.78,0,7.659977646309642,0.6253265465885903,1326.1362606158893,2120.71,1326.1362606158893
477,txn_000611,cust_00336,1811.3,upi,abandoned,none,15,14,1,0.9333,0,1.66,1,61255.77,1,7.502352035812805,0.73004364007638,1322.328045270347,1811.3,1322.328045270347
478,txn_000463,cust_01164,10831.19,card,failed,technical_error,35,28,7,0.8,2,7.93,0,148558.21,0,9.290277535618605,0.12204259700021197,1321.8665562027259,10831.19,1321.8665562027259
479,txn_009393,cust_01388,2715.91,card,failed,insufficient_funds,37,35,2,0.9459,0,7.04,0,95227.9,0,7.907250484107744,0.48670942157403174,1321.8589851471286,2715.91,1321.8589851471286
480,txn_005825,cust_02460,4998.43,card,failed,network_error,7,7,0,1.0,3,5.0,0,19748.29,0,8.517079184917744,0.2644446555988231,1321.8080998848252,4998.43,1321.8080998848252
481,txn_001805,cust_00066,1898.72,wallet,abandoned,none,12,11,1,0.9167,0,2.62,1,76644.57,1,7.549461785873686,0.6953249351932939,1320.2273609502108,1898.72,1320.2273609502108
482,txn_001589,cust_00310,2432.25,upi,abandoned,none,7,6,1,0.8571,0,5.49,1,65594.99,0,7.796983091306603,0.5426304776683007,1319.8129793087246,2432.25,1319.8129793087246
483,txn_000826,cust_00215,2420.47,upi,abandoned,none,12,10,2,0.8333,0,4.59,1,92711.72,0,7.7921300727514655,0.5445821175939851,1318.1446781727132,2420.47,1318.1446781727132
484,txn_003015,cust_02017,8913.51,wallet,failed,bank_decline,13,10,3,0.7692,1,7.85,0,44832.48,0,9.095435565242102,0.14785279320342104,1317.8873507466255,8913.51,1317.8873507466255
485,txn_005902,cust_02128,1844.17,upi,abandoned,none,38,31,7,0.8158,0,0.94,1,32701.34,0,7.520326693151323,0.7133121256029858,1315.4688226732585,1844.17,1315.4688226732585
486,txn_000859,cust_00911,3282.63,wallet,abandoned,none,16,9,7,0.5625,0,5.5,1,21990.77,1,8.096704796746177,0.40059429445422373,1315.0028488042685,3282.63,1315.0028488042685
487,txn_007500,cust_00995,1805.79,upi,abandoned,none,36,32,4,0.8889,0,0.27,1,104729.52,1,7.4993070691182435,0.7269612418001612,1312.739340830313,1805.79,1312.739340830313
488,txn_008607,cust_00922,2579.28,card,abandoned,none,33,25,8,0.7576,0,4.47,1,69127.37,1,7.8556531991588034,0.5059196603621358,1304.9084615788497,2579.28,1304.9084615788497
489,txn_000308,cust_01825,1882.0,upi,abandoned,none,12,11,1,0.9167,0,2.82,1,47698.7,1,7.5406215286571525,0.6928337169347746,1303.9130552712459,1882.0,1303.9130552712459
490,txn_003978,cust_01875,3389.19,wallet,abandoned,none,23,14,9,0.6087,0,5.24,1,105812.08,0,8.12864124600155,0.3847081271464249,1303.8489374433918,3389.19,1303.8489374433918
491,txn_007115,cust_00228,1648.93,netbanking,failed,technical_error,10,9,1,0.9,0,1.36,0,4639.38,1,7.408488141752269,0.7904232225329297,1303.352564331224,1648.93,1303.352564331224
492,txn_006167,cust_00555,2319.35,upi,failed,insufficient_funds,24,22,2,0.9167,0,6.43,0,33373.18,1,7.749473315350784,0.5615371742832097,1302.4012451737624,2319.35,1302.4012451737624
493,txn_003045,cust_01596,2086.84,netbanking,abandoned,none,18,17,1,0.9444,0,5.28,1,9730.09,0,7.643885317713937,0.6238767255341423,1301.9309059136697,2086.84,1301.9309059136697
494,txn_001762,cust_01399,1974.76,netbanking,abandoned,none,35,31,4,0.8857,0,2.52,1,60259.66,1,7.588708413441377,0.6586773221784751,1300.7296287451654,1974.76,1300.7296287451654
495,txn_009186,cust_01799,3695.41,wallet,failed,authentication_failed,15,14,1,0.9333,1,4.95,0,103261.4,0,8.215117357345147,0.3516449754107342,1299.4723585825811,3695.41,1299.4723585825811
496,txn_005128,cust_01178,2118.45,netbanking,failed,network_error,19,9,10,0.4737,0,1.49,0,3554.25,0,7.6589119000449815,0.6125255975363372,1297.6048521008533,2118.45,1297.6048521008533
497,txn_002472,cust_00404,3269.45,card,failed,authentication_failed,2,2,0,1.0,0,7.72,0,149936.29,1,8.092682869102166,0.39564180850802655,1293.5311108265673,3269.45,1293.5311108265673
498,txn_002952,cust_01354,2240.11,netbanking,failed,network_error,15,14,1,0.9333,1,4.37,0,44521.4,1,7.714726557826094,0.5767822822718314,1292.0557583399523,2240.11,1292.0557583399523
499,txn_004783,cust_00363,3820.33,card,failed,bank_decline,5,4,1,0.8,1,1.31,0,60705.41,1,8.248353808543635,0.3372713032574452,1288.4876779735157,3820.33,1288.4876779735157
500,txn_002189,cust_02116,4855.32,netbanking,failed,insufficient_funds,22,15,7,0.6818,0,7.98,0,131804.99,0,8.488036228426486,0.2647445403488379,1285.4194616465195,4855.32,1285.4194616465195
501,txn_002264,cust_01599,2487.13,netbanking,abandoned,none,11,8,3,0.7273,0,4.46,1,15920.02,1,7.8192867032979025,0.5167381555398769,1285.1949687878941,2487.13,1285.1949687878941
502,txn_005409,cust_01049,3178.16,wallet,failed,network_error,30,26,4,0.8667,0,11.59,0,112412.49,0,8.06437228993682,0.40294847079358975,1280.6347119373552,3178.16,1280.6347119373552
503,txn_007260,cust_00338,4535.66,netbanking,failed,network_error,38,32,6,0.8421,3,1.32,0,55984.05,0,8.419946337468607,0.2820768563306197,1279.4047141845385,4535.66,1279.4047141845385
504,txn_005887,cust_01119,4450.22,card,failed,technical_error,35,19,16,0.5429,1,4.26,0,71554.3,0,8.400933494889411,0.28727301419461504,1278.4281132291599,4450.22,1278.4281132291599
505,txn_008416,cust_00788,3057.8,upi,failed,technical_error,12,8,4,0.6667,1,2.42,0,99991.32,0,8.02577796117007,0.4164978422811848,1273.567102127407,3057.8,1273.567102127407
506,txn_000783,cust_00251,2471.05,netbanking,failed,insufficient_funds,16,9,7,0.5625,0,1.45,0,41915.02,0,7.812803044910245,0.5153683654514175,1273.5009994487252,2471.05,1273.5009994487252
507,txn_000963,cust_02045,3656.78,netbanking,abandoned,none,16,11,5,0.6875,0,5.69,1,143875.63,0,8.204611684988016,0.3476944741080659,1271.4421990288934,3656.78,1271.4421990288934
508,txn_001727,cust_01382,2519.05,wallet,abandoned,none,27,20,7,0.7407,0,3.88,1,137896.54,1,7.832034021578475,0.5044170019277681,1270.6516487061442,2519.05,1270.6516487061442
509,txn_004978,cust_01691,2397.13,netbanking,abandoned,none,18,13,5,0.7222,0,2.95,1,85072.74,1,7.782444545961253,0.5287593865738988,1267.50498833789,2397.13,1267.50498833789
510,txn_007618,cust_02432,1750.11,wallet,abandoned,none,17,15,2,0.8824,0,0.47,1,122770.36,0,7.468005151557683,0.7233262267303976,1265.900462663136,1750.11,1265.900462663136
511,txn_001239,cust_00931,3400.13,wallet,failed,technical_error,26,24,2,0.9231,0,13.87,0,8622.5,1,8.131863008328425,0.37186704869189674,1264.396308268779,3400.13,1264.396308268779
512,txn_009282,cust_01268,2719.0,upi,failed,network_error,37,26,11,0.7027,1,4.51,0,30770.21,0,7.908387159290043,0.46480933562312543,1263.8165835592781,2719.0,1263.8165835592781
513,txn_000533,cust_01279,2456.09,netbanking,failed,bank_decline,25,17,8,0.68,0,0.49,0,12020.81,0,7.806733001886946,0.514333137344764,1263.2484753011015,2456.09,1263.2484753011015
514,txn_006996,cust_01238,2934.41,upi,failed,authentication_failed,39,37,2,0.9487,0,6.88,0,117881.37,0,7.984602415862036,0.43023754612893467,1262.4933577362071,2934.41,1262.4933577362071
515,txn_002708,cust_02036,1603.74,upi,failed,insufficient_funds,6,6,0,1.0,0,0.98,0,53061.04,1,7.380717028672238,0.7856007740393479,1259.8993853578638,1603.74,1259.8993853578638
516,txn_007881,cust_01217,3019.17,wallet,failed,bank_decline,26,23,3,0.8846,0,4.42,0,145369.16,0,8.013068400175342,0.41709596615392275,1259.283628132939,3019.17,1259.283628132939
517,txn_008132,cust_00661,2920.98,wallet,failed,technical_error,30,23,7,0.7667,0,7.86,0,138253.2,1,7.980016747660253,0.4309228489814757,1258.717023417911,2920.98,1258.717023417911
518,txn_005724,cust_01084,2041.27,card,abandoned,none,35,29,6,0.8286,0,3.7,1,20815.48,0,7.621817213294359,0.6160383260747744,1257.5005538666546,2041.27,1257.5005538666546
519,txn_004575,cust_01096,1768.21,wallet,failed,technical_error,27,27,0,1.0,0,4.95,0,92623.56,0,7.478288398250411,0.7109882483548072,1257.1765306234538,1768.21,1257.1765306234538
520,txn_005789,cust_01092,3166.56,wallet,failed,insufficient_funds,25,20,5,0.8,1,3.14,0,123680.71,0,8.060716854399473,0.39666884176020945,1256.0756875642087,3166.56,1256.0756875642087
521,txn_003075,cust_00178,2109.04,wallet,failed,network_error,27,20,7,0.7407,1,0.19,0,146101.72,0,7.6544621836363955,0.5951358855302227,1255.165388018661,2109.04,1255.165388018661
522,txn_000344,cust_00396,1799.79,upi,abandoned,none,20,18,2,0.9,0,1.52,1,105260.32,0,7.495980736489587,0.695042889239952,1250.9312416251732,1799.79,1250.9312416251732
523,txn_005538,cust_01259,3384.24,netbanking,failed,bank_decline,39,30,9,0.7692,0,5.21,0,21282.55,0,8.127180083866989,0.3695314953553459,1250.5832678413758,3384.24,1250.5832678413758
524,txn_000875,cust_00030,6502.01,wallet,failed,network_error,23,19,4,0.8261,1,13.92,0,32216.55,0,8.780020425619776,0.1921951490268777,1249.654780924249,6502.01,1249.654780924249
525,txn_009441,cust_00022,1734.49,card,failed,technical_error,40,36,4,0.9,0,1.67,0,132932.31,1,7.459045073257006,0.7184310830086224,1246.1115291676253,1734.49,1246.1115291676253
526,txn_007578,cust_01554,1648.59,netbanking,failed,technical_error,21,18,3,0.8571,0,1.74,0,23100.25,1,7.4082820511686664,0.7545800798195544,1243.993173789719,1648.59,1243.993173789719
527,txn_007265,cust_02349,2295.58,upi,failed,authentication_failed,33,28,5,0.8485,0,3.63,0,73636.57,0,7.739176338778523,0.5417636069879272,1243.661700929346,2295.58,1243.661700929346
528,txn_001777,cust_00086,3218.08,wallet,failed,bank_decline,13,12,1,0.9231,0,6.49,0,107229.4,0,8.076850883428637,0.3860590939746163,1242.3690491378331,3218.08,1242.3690491378331
529,txn_001352,cust_01603,3884.15,card,failed,network_error,25,23,2,0.92,2,6.01,0,53865.89,0,8.264916872095009,0.31937652689786616,1240.5063369503468,3884.15,1240.5063369503468
530,txn_009309,cust_00803,2587.95,upi,failed,technical_error,31,29,2,0.9355,0,9.56,0,95128.64,0,7.85900766708919,0.47903206664029446,1239.71103686175,2587.95,1239.71103686175
531,txn_007870,cust_00486,1604.78,upi,abandoned,none,12,11,1,0.9167,0,0.72,1,26327.56,1,7.3813648988218565,0.7717786168307823,1238.5348887177029,1604.78,1238.5348887177029
532,txn_002138,cust_01981,2858.76,upi,abandoned,none,9,6,3,0.6667,0,5.24,1,62499.08,0,7.958492984208831,0.4325628788082129,1236.593455421767,2858.76,1236.593455421767
533,txn_009588,cust_00162,1923.89,wallet,abandoned,none,4,3,1,0.75,0,2.68,1,14752.47,1,7.562624102232027,0.6410030603554427,1233.2193777872328,1923.89,1233.2193777872328
534,txn_008922,cust_02473,2282.39,netbanking,failed,insufficient_funds,18,17,1,0.9444,0,5.24,0,130281.61,0,7.73341645979846,0.5402913147248107,1233.1554938147608,2282.39,1233.1554938147608
535,txn_005184,cust_00863,2830.7,upi,abandoned,none,16,11,5,0.6875,0,4.6,1,118765.59,1,7.948632516999008,0.43501654565212017,1231.4013357774566,2830.7,1231.4013357774566
536,txn_002382,cust_02222,2434.34,wallet,abandoned,none,38,24,14,0.6316,0,4.23,1,38791.28,0,7.797841656159418,0.5050073230559653,1229.3595268080587,2434.34,1229.3595268080587
537,txn_002275,cust_00501,1849.23,wallet,failed,bank_decline,31,29,2,0.9355,0,1.35,0,16891.34,0,7.523065234669066,0.6644610160182267,1228.7412446513854,1849.23,1228.7412446513854
538,txn_008609,cust_01092,2569.29,card,failed,insufficient_funds,25,20,5,0.8,0,4.76,0,123680.71,0,7.851774011990185,0.4779259306509385,1227.9303143621498,2569.29,1227.9303143621498
539,txn_003814,cust_00915,2549.16,upi,abandoned,none,11,9,2,0.8182,0,5.46,1,122208.2,1,7.84391138128212,0.4812999630060007,1226.9106136963767,2549.16,1226.9106136963767
540,txn_009063,cust_00269,1881.76,wallet,abandoned,none,15,14,1,0.9333,0,4.28,1,73746.19,0,7.540494064346986,0.6517401737077388,1226.4185892762746,1881.76,1226.4185892762746
541,txn_006570,cust_00420,2061.66,upi,failed,network_error,26,15,11,0.5769,0,2.03,0,129871.68,0,7.631751690957568,0.5948533112766284,1226.3852777265738,2061.66,1226.3852777265738
542,txn_006124,cust_01816,5398.4,netbanking,failed,insufficient_funds,13,11,2,0.8462,0,12.65,0,75571.13,0,8.594043115267958,0.22715569516858938,1226.277304798113,5398.4,1226.277304798113
543,txn_002209,cust_02064,1635.99,card,abandoned,none,22,21,1,0.9545,0,2.02,1,6645.06,1,7.400614468616984,0.7481311299006979,1223.9350472062426,1635.99,1223.9350472062426
544,txn_005834,cust_00134,4371.13,card,failed,insufficient_funds,37,34,3,0.9189,2,4.23,0,37686.09,0,8.383005583529568,0.2797028704848596,1222.6176082624843,4371.13,1222.6176082624843
545,txn_007451,cust_01944,2326.07,upi,abandoned,none,24,21,3,0.875,0,5.32,1,123971.34,0,7.752365244500042,0.5235815507696117,1217.8873377986706,2326.07,1217.8873377986706
546,txn_009290,cust_00474,2200.84,card,abandoned,none,3,3,0,1.0,0,6.8,1,93001.46,0,7.697048653425596,0.5526209381573957,1216.2302655343228,2200.84,1216.2302655343228
547,txn_004997,cust_01081,2690.26,wallet,abandoned,none,27,18,9,0.6667,0,5.54,1,56794.68,0,7.897764764417141,0.4520466851345355,1216.1231151500356,2690.26,1216.1231151500356
548,txn_009940,cust_02298,2243.1,card,failed,authentication_failed,6,5,1,0.8333,0,2.48,0,101696.01,0,7.716059828929531,0.5416060858684073,1214.8766112114245,2243.1,1214.8766112114245
549,txn_007485,cust_01603,4061.17,card,failed,authentication_failed,25,23,2,0.92,2,1.87,0,53865.89,0,8.309472592569364,0.2987186708108921,1213.1473043370706,4061.17,1213.1473043370706
550,txn_001776,cust_00715,3639.61,wallet,abandoned,none,39,23,16,0.5897,0,6.19,1,131118.67,1,8.199906529008004,0.33302834129788816,1212.0932812712067,3639.61,1212.0932812712067
551,txn_000977,cust_00587,3098.09,wallet,failed,authentication_failed,34,32,2,0.9412,2,0.85,0,45942.92,1,8.038863798992379,0.38891950150638016,1204.9076184219014,3098.09,1204.9076184219014
552,txn_004260,cust_00903,2234.26,upi,abandoned,none,22,20,2,0.9091,0,6.06,1,91392.38,1,7.712112831377929,0.539090523734885,1204.4683935599041,2234.26,1204.4683935599041
553,txn_005734,cust_02047,1921.79,card,abandoned,none,8,6,2,0.75,0,1.54,1,58495.51,0,7.561532535257374,0.6257953790762025,1202.6473015548552,1921.79,1202.6473015548552
554,txn_007391,cust_00325,2055.16,wallet,abandoned,none,12,8,4,0.6667,0,1.91,1,73644.94,1,7.628595444558831,0.5836865474882015,1199.569244935852,2055.16,1199.569244935852
555,txn_000158,cust_00218,3000.83,upi,failed,network_error,14,12,2,0.8571,0,12.07,0,65053.33,0,8.006977381675872,0.3996231184174924,1199.2010424407636,3000.83,1199.2010424407636
556,txn_003128,cust_00524,3504.35,card,abandoned,none,31,22,9,0.7097,0,6.52,1,145140.23,1,8.162045651829924,0.3412334693043184,1195.8015081565882,3504.35,1195.8015081565882
557,txn_008359,cust_02013,6546.39,wallet,failed,bank_decline,29,23,6,0.7931,2,1.33,0,124667.54,0,8.78682177593528,0.18263237673762697,1195.5827647514338,6546.39,1195.5827647514338
558,txn_002374,cust_00653,2438.68,upi,abandoned,none,9,7,2,0.7778,0,4.78,1,114859.97,0,7.799622162145673,0.48998548987181223,1194.917814440591,2438.68,1194.917814440591
559,txn_008420,cust_01307,1951.39,wallet,abandoned,none,29,23,6,0.7931,0,3.72,1,48517.51,0,7.5768095420986254,0.6115360951309244,1193.3454206775348,1951.39,1193.3454206775348
560,txn_004690,cust_01254,1808.73,card,abandoned,none,9,8,1,0.8889,0,3.08,1,46394.04,1,7.500932941862013,0.6595356338370075,1192.9218869900105,1808.73,1192.9218869900105
561,txn_000738,cust_00156,2165.32,card,abandoned,none,7,6,1,0.8571,0,4.23,1,111620.09,0,7.680785154414253,0.5502643847276566,1191.4984775384894,2165.32,1191.4984775384894
562,txn_006620,cust_01576,2041.51,upi,abandoned,none,26,17,9,0.6538,0,1.5,1,74922.83,0,7.621934722683005,0.5827372476708859,1189.6639184925903,2041.51,1189.6639184925903
563,txn_003166,cust_01428,2617.42,card,abandoned,none,24,19,5,0.7917,0,5.22,1,132267.36,0,7.870326361410167,0.4528638285159794,1185.3348420342948,2617.42,1185.3348420342948
564,txn_009733,cust_02262,5916.68,upi,failed,bank_decline,36,28,8,0.7778,0,8.61,0,137336.34,0,8.685699759176464,0.20030323464080407,1185.1301423345526,5916.68,1185.1301423345526
565,txn_004801,cust_01586,3066.42,upi,failed,network_error,9,7,2,0.7778,1,6.82,0,63465.99,0,8.02859209637538,0.3864456922752049,1185.004799706534,3066.42,1185.004799706534
566,txn_002114,cust_00162,2021.76,wallet,abandoned,none,4,3,1,0.75,0,4.18,1,14752.47,1,7.6122181944404055,0.585723689076816,1184.1927256279437,2021.76,1184.1927256279437
567,txn_001695,cust_00086,3762.71,wallet,failed,authentication_failed,13,12,1,0.9231,1,5.83,0,107229.4,0,8.23316045204103,0.3146357252022777,1183.8829895758624,3762.71,1183.8829895758624
568,txn_008883,cust_00718,1750.2,upi,failed,network_error,20,18,2,0.9,0,4.46,0,145186.78,1,7.468056546208653,0.6760085806068914,1183.1502177781813,1750.2,1183.1502177781813
569,txn_001140,cust_00086,2281.15,card,abandoned,none,13,12,1,0.9231,0,6.18,1,107229.4,1,7.732873260075978,0.5163758093037035,1177.9306773931432,2281.15,1177.9306773931432
570,txn_004241,cust_00011,3153.42,upi,failed,bank_decline,1,1,0,1.0,0,7.69,0,114062.3,0,8.056559922893305,0.3728427733863944,1175.7298584521238,3153.42,1175.7298584521238
571,txn_005818,cust_01851,4989.67,card,failed,authentication_failed,26,22,4,0.8462,2,3.52,0,3849.59,0,8.515325448269426,0.23523696801677235,1173.7548422042485,4989.67,1173.7548422042485
572,txn_009191,cust_02381,3384.21,wallet,abandoned,none,21,13,8,0.619,0,6.06,1,129771.93,1,8.1271712218268,0.34648834022860053,1172.5893058850322,3384.21,1172.5893058850322
573,txn_006832,cust_01000,2510.43,upi,failed,network_error,15,15,0,1.0,3,0.68,0,8821.17,0,7.828607591011907,0.4666221921766273,1171.4223499059703,2510.43,1171.4223499059703
574,txn_009550,cust_01940,2025.5,netbanking,abandoned,none,6,5,1,0.8333,0,2.97,1,118975.71,0,7.614065446068364,0.5778247987015577,1170.384129770005,2025.5,1170.384129770005
575,txn_003110,cust_02059,3148.84,wallet,failed,insufficient_funds,28,21,7,0.75,0,7.48,0,125514.1,1,8.055106936878843,0.3710580382018403,1168.402393011483,3148.84,1168.402393011483
576,txn_007745,cust_01304,3784.75,wallet,failed,authentication_failed,14,12,2,0.8571,1,5.48,0,78646.11,1,8.238999296836765,0.3087109484514537,1168.3937621516393,3784.75,1168.3937621516393
577,txn_001833,cust_01827,2603.09,upi,abandoned,none,18,11,7,0.6111,0,4.75,1,32197.97,1,7.864838564943182,0.4486884859247398,1167.976510825831,2603.09,1167.976510825831
578,txn_004142,cust_01146,1949.39,netbanking,abandoned,none,33,26,7,0.7879,0,1.62,1,132538.98,0,7.575784631560459,0.5980697919597322,1165.8712717483825,1949.39,1165.8712717483825
